Project,StationCode,Sample Year,SampleDate,Replicate,UniqueID,CollectionTime,CollectionMethod_BMI,UniqueID_CSCI,CSCI Score,So Cal IBI,North Coast IBI,UniqueID_IPI,IPI,UniqueID_ASCI,ASCIdiatom,ASCIsba,ASCIhybrid,D18,H20,S2,CRAM,Mean Water Alkalinity Total (mg/L),Mean Water Dissolved Oxygen (mg/L),Mean Water pH,Mean Water Specific Conductivity (uS/cm),Mean Water Temperature (C),Mean Water Temperature (F),Mean Water Turbidity (NTU)
BASMAA_Historic_CCCWP,203CER040,2003,5/15/2003,1,,,BMI_TRC,203CER040_37756_BMI_TargetedRiffleComposite1,0.435932,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2004,4/12/2004,1,,,BMI_TRC,203CER040_38089_BMI_TargetedRiffleComposite1,0.385351,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2005,4/7/2005,1,,,BMI_TRC,203CER040_38449_BMI_TargetedRiffleComposite1,0.483066,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2005,4/7/2005,2,,,BMI_TRC,203CER040_38449_BMI_TargetedRiffleComposite2,0.567081,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2006,4/28/2006,1,,,BMI_TRC,203CER040_38835_BMI_TargetedRiffleComposite1,0.329537,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2008,5/7/2008,1,,,BMI_CSBP_Comp,203CER040_39575_BMI_CSBP_Composite1,0.260701,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2010,6/23/2010,1,,,BMI_CSBP_Comp,203CER040_40352_BMI_CSBP_Composite1,0.468244,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,203CER040,2010,6/23/2010,2,,,BMI_CSBP_Comp,203CER040_40352_BMI_CSBP_Composite2,0.484727,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ACCWP,203COD020,2004,4/14/2004,1,,,BMI_TRC,203COD020_38091_BMI_TargetedRiffleComposite1,0.419178,,,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,1.76666666666667
RWB2_Status_Yr4,203COD020,2005,4/11/2005,1,203COD02038453,1/0/1900,BMI_CSBP_Comp,203COD020_4/11/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.274999,6,4,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,1.29333333333333
BASMAA_Historic_ACCWP,203COD030,2003,4/24/2003,1,,,BMI_CSBP_Trans,203COD030_37735_BMI_CSBP_Transects1,0.542686,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ACCWP,203COD030,2004,4/13/2004,1,,,BMI_TRC,203COD030_38090_BMI_TargetedRiffleComposite1,0.234861,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ACCWP,203COD030,2006,5/1/2006,1,,,BMI_TRC,203COD030_38838_BMI_TargetedRiffleComposite1,0.390541,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ACCWP,203COD080,2004,4/13/2004,1,,,BMI_TRC,203COD080_38090_BMI_TargetedRiffleComposite1,0.27687,,,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,2.26
RWB2_Status_Yr4,203COD080,2005,4/12/2005,1,203COD08038454,1/0/1900,BMI_CSBP_Comp,203COD080_4/12/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.293911,14,6,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,3.61666666666667
BASMAA_Historic_ACCWP,203COD080,2006,5/1/2006,1,,,BMI_TRC,203COD080_38838_BMI_TargetedRiffleComposite1,0.473271,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ACCWP,203COD120,2004,4/13/2004,1,,,BMI_TRC,203COD120_38090_BMI_TargetedRiffleComposite1,0.375493,,,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,2.08333333333333
RWB2_Status_Yr4,203COD120,2005,4/13/2005,1,203COD12038455,1/0/1900,BMI_CSBP_Comp,203COD120_4/13/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.213276,17,10,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,2.32
BASMAA_Historic_MCSTOPPP,203COR060,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR060_36631_BMI_CSBP_Transects1,0.689028,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR060,2000,4/15/2000,2,,,BMI_CSBP_Trans,203COR060_36631_BMI_CSBP_Transects2,0.511796,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR060,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR060_36996_BMI_CSBP_Transects1,0.353197,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR060,2001,4/15/2001,2,,,BMI_CSBP_Trans,203COR060_36996_BMI_CSBP_Transects2,0.396667,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR060,2002,4/15/2002,1,,,BMI_CSBP_Trans,203COR060_37361_BMI_CSBP_Transects1,0.501177,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR060,2005,4/15/2005,1,,,BMI_TRC,203COR060_38457_BMI_TargetedRiffleComposite1,0.359355,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR060,2006,4/1/2006,1,,,BMI_TRC,203COR060_38808_BMI_TargetedRiffleComposite1,0.442078,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR080,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR080_36631_BMI_CSBP_Transects1,0.846375,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR080,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR080_36996_BMI_CSBP_Transects1,0.89336,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR080,2006,4/1/2006,1,,,BMI_TRC,203COR080_38808_BMI_TargetedRiffleComposite1,0.674558,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR090,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR090_36631_BMI_CSBP_Transects1,1.059356,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR090,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR090_36996_BMI_CSBP_Transects1,1.228624,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR091,2009,4/29/2009,1,,,BMI_TRC,203COR091_39932_BMI_TargetedRiffleComposite1,0.907331,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR120,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR120_36631_BMI_CSBP_Transects1,0.711728,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR120,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR120_36996_BMI_CSBP_Transects1,0.425455,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR120,2006,4/1/2006,1,,,BMI_TRC,203COR120_38808_BMI_TargetedRiffleComposite1,0.333397,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR120,2007,6/10/2007,1,,,BMI_TRC,203COR120_39243_BMI_TargetedRiffleComposite1,0.501126,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR140,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR140_36631_BMI_CSBP_Transects1,0.78606,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR140,2006,4/1/2006,1,,,BMI_TRC,203COR140_38808_BMI_TargetedRiffleComposite1,0.305611,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR140,2009,4/29/2009,1,,,BMI_TRC,203COR140_39932_BMI_TargetedRiffleComposite1,0.215865,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR150,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR150_36631_BMI_CSBP_Transects1,0.949173,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR150,2006,4/1/2006,1,,,BMI_TRC,203COR150_38808_BMI_TargetedRiffleComposite1,0.299347,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR170,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR170_36631_BMI_CSBP_Transects1,0.694911,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR170,2004,4/15/2004,1,,,BMI_CSBP_Trans,203COR170_38092_BMI_CSBP_Transects1,0.748955,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR170,2005,4/15/2005,1,,,BMI_TRC,203COR170_38457_BMI_TargetedRiffleComposite1,0.303674,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR170,2006,4/1/2006,1,,,BMI_TRC,203COR170_38808_BMI_TargetedRiffleComposite1,0.612293,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR171,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR171_36631_BMI_CSBP_Transects1,0.782943,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR171,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR171_36996_BMI_CSBP_Transects1,0.607342,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR171,2005,4/15/2005,1,,,BMI_TRC,203COR171_38457_BMI_TargetedRiffleComposite1,0.566805,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR200,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR200_36631_BMI_CSBP_Transects1,0.813115,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR200,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR200_36996_BMI_CSBP_Transects1,0.365807,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR200,2006,4/1/2006,1,,,BMI_TRC,203COR200_38808_BMI_TargetedRiffleComposite1,0.692475,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR210,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR210_36631_BMI_CSBP_Transects1,0.893872,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR210,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR210_36996_BMI_CSBP_Transects1,0.591119,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR210,2004,4/15/2004,1,,,BMI_CSBP_Trans,203COR210_38092_BMI_CSBP_Transects1,0.725584,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR210,2005,4/15/2005,1,,,BMI_TRC,203COR210_38457_BMI_TargetedRiffleComposite1,0.827752,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR210,2006,4/1/2006,1,,,BMI_TRC,203COR210_38808_BMI_TargetedRiffleComposite1,0.665562,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR210,2009,5/7/2009,1,,,BMI_TRC,203COR210_39940_BMI_TargetedRiffleComposite1,0.757705,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR211,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR211_36996_BMI_CSBP_Transects1,0.748414,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR260,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR260_36631_BMI_CSBP_Transects1,0.976515,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR260,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR260_36996_BMI_CSBP_Transects1,0.935552,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR290,2000,4/15/2000,1,,,BMI_CSBP_Trans,203COR290_36631_BMI_CSBP_Transects1,1.146355,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR290,2001,4/15/2001,1,,,BMI_CSBP_Trans,203COR290_36996_BMI_CSBP_Transects1,1.207334,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,203COR290,2006,4/1/2006,1,,,BMI_TRC,203COR290_38808_BMI_TargetedRiffleComposite1,0.944213,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,203COR290,2009,3/20/2009,1,,,BMI_TRC,203COR290_3/20/2009_BMI_TRC_IBIRCMSE_R1,1.263482,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr5,203LOB020,2005,4/20/2005,1,203LOB02038462,1/0/1900,BMI_CSBP_Comp,203LOB020_4/20/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,0.30954,11,21,NA,,NA,,,,NA,NA,NA,,NR,7.99,7.38,479,18.09,64.562,1.7
SWB_PSA_2010,203PS0070,2010,7/19/2010,1,203PS007040378,1/0/1900,BMI_RWB,203PS0070_7/19/2010_BMI_RWB_SWB_PSA_2010_R1,0.640307,41.55,45.75,203PS0070_7/19/2010,0.83,203PS0070_7/19/2010_1,0.790761669,0.95669218,0.759670324,70,64,53,56,168,7.12,7.73,333,19.3,66.7,0.6
SWB_PSA_2010,203PS0070,2010,9/7/2010,1,203PS007040428,1/0/1900,BMI_RWB,203PS0070_9/7/2010_BMI_RWB_SWB_PSA_2010_R1,0.571639,51.5,43.8,203PS0070_9/7/2010,0.87,203PS0070_9/7/2010_1,0.523919105,0.843166023,0.44744531,54,45,35,56,170,8.86,7.91,407,15.2,59.3,1.29
CCCWP_CSM_WY2012,203R00039,2012,5/14/2012,1,,,BMI_RWB,203R00039_41043_1,0.489612,,,NA,,203R00039_5/14/2012_1,0.891754509270518,0.578184976688704,0.807958653607712,,,,,,9.44,8.12,740,15.31,,
ACCWP_CSM_WY2014,203R00295,2014,7/1/2014,1,,,BMI_RWB,203R00295_41821_1,0.326574,,,NA,,203R00295_7/1/2014_1,0.67453237,0.794304819,0.605718025,,,,,,5.63,7.75,469,15.7,,
ACCWP_CSM_WY2013,203R00983,2013,6/6/2013,1,,,BMI_RWB,203R00983_41431_1,0.759663,,,NA,,203R00983_6/6/2013_1,0.855589104,0.948249112,0.811607594,,,,,,9.28,8.12,1134,11.55,,
ACCWP_CSM_WY2020,203R04055,2020,5/18/2020,1,,1/0/1900,BMI_RWB,203R04055_2020_BMI_RWB_1,0.368668337,,,203R04055_2020_ACCWP,0.98,203R04055_5/18/2020_1,0.942401984,0.9,0.75,,,,,,9.72,7.44,367,14.71,,
BASMAA_Historic_ACCWP,203STW010,2004,4/15/2004,1,,,BMI_TRC,203STW010_38092_BMI_TargetedRiffleComposite1,0.47204,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr4,203STW010,2005,4/12/2005,1,203STW01038454,1/0/1900,BMI_CSBP_Comp,203STW010_4/12/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.447648,21,16,NA,,NA,,,,NA,NA,NA,,NR,8.64,7.73,362,18.3,64.94,3.96
RWB2_Status_Yr4,203STW030,2005,4/13/2005,1,203STW03038455,,BMI_CSBP_Comp,203STW030_4/13/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.462868,29,19,NA,,NA,,,,NA,NA,NA,,246,9.6,,547,12.1,53.8,
RWB2_Status_Yr4,203TEM060,2005,4/19/2005,1,203TEM06038461,1/0/1900,BMI_CSBP_Comp,203TEM060_4/19/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.129674,20,15,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,41.4
RWB2_Status_Yr4,203TEM090,2005,4/12/2005,1,203TEM09038454,1/0/1900,BMI_CSBP_Comp,203TEM090_4/12/2005_BMI_CSBP_Comp_RWB2_Status_Yr4_R1,0.416384,24,29,NA,,NA,,,,NA,NA,NA,,NR,NR,7.61,564,12.15,NR,20.5333333333333
RWB2_WadeableStreams_2019,204ADV300,2019,6/20/2019,1,204ADV300_2019_1,,BMI_RWB,204ADV300_23514_2019_BMI_RWB_1,0.693973941,,,204ADV300_6/20/2019_RWQCB2,1.11,NA,,,,,,,,,8.98,7.63,471.5,18.8,65.8,2.35
RWB2_WadeableStreams_2019,204ADV350,2019,6/18/2019,1,204ADV350_2019_1,,BMI_RWB,204ADV350_23515_2019_BMI_RWB_1,0.496034839,,,204ADV350_6/18/2019_RWQCB2,1.18,NA,,,,,,,,,9.2,7.7,384,17.1,62.8,1.46
RWB2_WadeableStreams_2018,204ADV400,2018,5/15/2018,1,204ADV40043235,1/0/1900,BMI_RWB,204ADV400_43235_BMI_RWB_1,0.774112818,,,204ADV400_5/15/2018_RWQCB2,1.19,204ADV400_15-May-18_1,0.524081636824888,1.02048086120831,0.495028927129891,,,,,,8.23,7.94,299.1,17.5,63.5,14.4
RWB2_WadeableStreams_2018,204ADV400,2018,5/15/2018,2,204ADV400_2018_2,1/0/1900,BMI_RWB,204ADV400_43235_BMI_RWB_2,0.745502639,,,204ADV400_5/15/2018_RWQCB2,1.19,204ADV400_15-May-18_2,0.505185895551383,0.889812616210696,0.419002288416151,,,,,,8.23,7.94,299.1,17.5,63.5,14.4
RWB2_WadeableStreams_2018,204ADV500,2018,5/7/2018,1,204ADV50043227,1/0/1900,BMI_RWB,204ADV500_43227_BMI_RWB_1,0.472242324,,,204ADV500_5/7/2018_RWQCB2,0.86,204ADV500_7-May-18_1,1.17717825167832,1.03238657725429,0.964096926215913,,,,,,7.43,7.64,596.4,17.2,63,1.27
RWB2_WadeableStreams_2019,204ADV500,2019,5/13/2019,1,204ADV500_2019_1,,BMI_RWB,204ADV500_23529_2019_BMI_RWB_1,0.615916837,,,204ADV500_5/13/2019_RWQCB2,0.96,NA,,,,,,,,,9.4,7.8,574,19.3,66.7,0.95
RWB2_Status_Yr4,204AHOACR,2004,5/13/2004,1,204AHOACR38120,1/0/1900,BMI_CSBP_Trans,204AHOACR_5/13/2004_BMI_CSBP_Trans_RWB2_Status_Yr4_R1,1.053296,76,65,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
SWB_RCMP_2014,204AHOACR,2014,6/2/2014,1,204AHOACR41792,1/0/1900,BMI_RWB,204AHOACR41792BMI_RWB1,1.05889844769,74.2,63.4,204AHOACR_6/2/2014,1.03,204AHOACR_2-Jun-14_1,1.07205555137793,0.93662824321073,0.981116472792336,76,62,37,83,190,9.165,8.4,444.45,16.65,61.95,0.345
SWB_RCMP_2015,204AHOACR,2015,4/27/2015,1,204AHOACR42121,1/0/1900,BMI_RWB,204AHOACR_4/27/2015_BMI_RWB_1,1.08673524305356,72.35,65.15,204AHOACR_4/27/2015,1.01,204AHOACR_27-Apr-15_1,0.904662333973965,0.939097037758185,0.981092541005119,78,75,73,,160,9.14,8.4,414,15.5,59.9,0.49
SWB_RCMP_2016,204AHOACR,2016,4/26/2016,1,204AHOACR42486,,BMI_RWB,204AHOACR_4/26/2016_BMI_RWB_1,0.922740301058246,66,56,204AHOACR_4/26/2016,0.97,204AHOACR_26-Apr-16_1,0.900423487427624,1.01202216449783,1.01525766186347,44,56,78,,200,9.96,9.9,378,13,55.4,0.61
RWB2_RMC_2013,204ALA320,2013,6/17/2013,1,204ALA32041442,1/0/1900,BMI_RWB,204ALA320_2013_20778_BMI_RWB_1,0.544406969181951,23.05,15.65,204ALA320_6/17/2013_RWQCB2,0.99,204ALA320_6/17/2013_1,0.540413385135226,0.421168992735726,0.418801208480451,26,18,2,,300,10.7,8.34,951,21,69.8,27.5
RWB2_RMC_2013,204ALA382,2013,6/11/2013,1,204ALA38241436,1/0/1900,BMI_RWB,204ALA382_2013_20775_BMI_RWB_1,0.665556575706771,45.2,25.75,204ALA382_6/11/2013_RWQCB2,1.04,204ALA382_6/11/2013_1,0.897310361201548,0.654573022969229,0.838276119226549,56,66,65,,240,7.69,7.85,500,17.5,63.5,1.4
RWB2_RMC_2013,204ALA396,2013,6/24/2013,1,204ALA39641449,1/0/1900,BMI_RWB,204ALA396_2013_20779_BMI_RWB_1,0.732086324154586,41.6,28.7,204ALA396_6/24/2013_RWQCB2,1,204ALA396_6/24/2013_1,0.916978505724589,0.344897101079801,0.733118976103351,62,64,68,,240,8.28,7.97,497,18.1,64.5,1.44
RWB2_RMC_2013,204ALA410,2013,5/8/2013,1,204ALA41041402,1/0/1900,BMI_RWB,204ALA410_2013_20762_BMI_RWB_1,0.941114545639986,50.45,39.9,204ALA410_5/8/2013_RWQCB2,1.08,204ALA410_5/8/2013_1,0.749693254948907,0.765889135203372,0.733648445741772,48,61,65,,240,9.89,8.2,470,14.5,58.1,4.59
RWB2_RMC_2013,204ALA500,2013,6/10/2013,1,204ALA50041435,1/0/1900,BMI_RWB,204ALA500_2013_20773_BMI_RWB_1,0.8622576917995,60.9,45.35,204ALA500_6/10/2013_RWQCB2,0.85,204ALA500_6/10/2013_1,1.23398112623932,0.685120806847757,0.959416292664631,76,68,50,,260,8.82,7.92,557,18.2,64.8,1.19
RWB2_RMC_2013,204ALA500,2013,6/10/2013,2,,,BMI_RWB,204ALA500_2013_20774_BMI_RWB_2,1.05216538792873,,,204ALA500_6/10/2013_RWQCB2,0.85,204ALA500_6/10/2013_2,1.07605064849674,0.745542218281901,0.904417572268652,,,,,260,8.82,7.92,557,18.2,64.8,1.19
RWB2_Ref_NP_2012,204ALA525,2012,5/22/2012,1,204ALA52541051,1/0/1900,BMI_RWB,204ALA525_5/22/2012_BMI_RWB_RWB2_Ref_NP_2012_R1,1.227104,86.25,70.85,204ALA525_5/22/2012,1.08,204ALA525_22-May-12_1,1.07815865037051,1.05594331554771,1.10004717847806,86,79,60,,220,9.84,8.39,399,16,60.8,0.79
RWB2_WadeableStreams_2019,204ALO100,2019,6/17/2019,1,204ALO100_2019_1,,BMI_RWB,204ALO100_23518_2019_BMI_RWB_1,0.25821689,,,204ALO100_6/17/2019_RWQCB2,1.02,NA,,,,,,,,,8.25,7.5,1449,18.4,65.1,17.8
RWB2_Status_Yr1,204ALP010,2001,4/20/2001,1,204ALP01037001,1/0/1900,BMI_CSBP_Trans,204ALP010_4/20/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.521087,13.33333333,15,NA,,NA,,,,NA,NA,NA,,NR,NR,8.28,1641,18.4,65.12,20.2
RWB2_WadeableStreams_2018,204ALP020,2018,5/16/2018,1,204ALP02043236,1/0/1900,BMI_RWB,204ALP020_43236_BMI_RWB_1,0.661446763,,,204ALP020_5/16/2018_RWQCB2,1.01,204ALP020_16-May-18_1,0.471837893735172,0.766870141193496,0.474798161847292,,,,,,9.94,8.27,1530.8,16.8,62.2,5.25
RWB2_WadeableStreams_2019,204ALP020,2019,6/13/2019,1,204ALP020_2019_1,,BMI_RWB,204ALP020_23519_2019_BMI_RWB_1,0.604082263,,,204ALP020_6/13/2019_RWQCB2,1,NA,,,,,,,,,11.96,8.06,1335,23,73.4,15.7
RWB2_Status_Yr1,204ALP040,2001,4/26/2001,1,204ALP04037007,1/0/1900,BMI_CSBP_Trans,204ALP040_4/26/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.369245,6,12.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_ALP_2011,204ALP040,2011,4/10/2011,1,204ALP04040643,1/0/1900,NA,NA,,,,NA,,204ALP040_10-Apr-11_1,0.551508081525531,0,0.531631344557019,10,8,2,,NA,NA,NA,NA,NA,NA,NA
RWB2_ALP_2011,204ALP040,2011,6/21/2011,1,204ALP04040715,1/0/1900,NA,NA,,,,NA,,204ALP040_6/21/2011_1,0.421504622,0.454893333,0.441868262,NA,NA,NA,,,,8.8,820,22.5,72.5,12.4
RWB2_ALP_2011,204ALP040,2011,6/29/2011,1,204ALP04040723,,NA,NA,,,,NA,,204ALP040_29-Jun-11_1,0.485073720181083,0.322865856983018,0.503287116309458,12,8,0,,NA,NA,NA,NA,NA,NA,NA
RWB2_ALP_2011,204ALP040,2011,10/3/2011,1,204ALP04040819,1/0/1900,NA,NA,,,,NA,,204ALP040_10/3/2011_1,0.421504622,0.454893333,0.441868262,NA,NA,NA,,,,8.1,600,18.3,64.9,3.1
RWB2_WadeableStreams_2019,204ALP040,2019,6/12/2019,1,204ALP040_2019_1,,BMI_RWB,204ALP040_23520_2019_BMI_RWB_1,0.437916901,,,204ALP040_6/12/2019_RWQCB2,0.82,NA,,,,,,,,,14.57,8.16,1540,24.7,76.5,22.2
